1	70.196933		1.180034
2	58.950084		0.617666
3	57.308215		0.620113
4	57.198405		0.619515
5	56.914067		0.619085
6	56.994408		0.621419
7	56.955338		0.620051
8	56.996453		0.634159
9	57.324386		0.624485
10	57.326710		0.618648
11	57.165658		0.626797
12	57.116127		0.631122
13	56.953979		0.622106
14	57.105637		0.621378
15	56.859261		0.618395
16	56.748509		0.620436
17	56.920266		0.619540
18	56.939030		0.620511
19	56.899214		0.624273
20	57.026327		0.632278
21	57.019401		0.622719
22	57.000947		0.630497
23	57.030344		0.628032
24	56.977630		0.625913
25	56.922233		0.632776
26	57.231081		0.624161
27	57.007897		0.635306
28	56.996894		0.627092
29	57.042241		0.632528
30	56.921971		0.632892
31	56.822050		0.627634
32	56.751674		0.626691
33	57.032204		0.632145
34	56.960028		0.629885
35	56.924665		0.630141
36	57.043207		0.638568
37	56.875998		0.622137
38	56.871510		0.637903
39	56.970441		0.621781
40	57.268584		0.636145
41	56.990689		0.631411
42	56.886220		0.630606
43	56.932294		0.639185
44	57.016444		0.632570
45	57.116419		0.628448
46	57.063603		0.638981
47	56.966525		0.637680
48	56.901687		0.641144
49	56.903410		0.635738
50	57.099891		0.629147
51	57.068217		0.634904
52	56.847715		0.640023
53	62.995690		0.640190
54	63.400912		0.639401
55	63.520855		0.640128
56	63.538146		0.639365
57	63.588625		0.639290
58	63.503087		0.638881
59	63.610899		0.641610
60	63.455421		0.639559
61	63.567543		0.637700
62	63.550186		0.641901
63	63.461709		0.639406
64	63.542652		0.640585
65	63.600850		0.639429
66	63.533056		0.637373
67	63.572860		0.642067
68	63.494688		0.639526
69	63.492370		0.640104
70	63.551104		0.639550
71	63.488615		0.639649
72	63.489801		0.640032
73	63.548815		0.639801
74	63.642383		0.640240
75	63.579077		0.639284
76	63.403642		0.639616
77	63.454378		0.640082
78	63.500333		0.639553
79	63.464630		0.640376
80	63.460749		0.639220
81	63.449657		0.640219
82	63.425398		0.639331
83	63.420427		0.639866
84	63.465714		0.639939
85	63.515151		0.639802
86	63.484526		0.639657
87	63.494283		0.639812
88	63.656986		0.639954
89	63.530660		0.639854
90	63.515568		0.639329
91	63.509667		0.639926
92	63.460106		0.639876
93	63.431501		0.639572
94	63.402784		0.639969
95	63.597333		0.640293
96	63.451505		0.639224
97	63.470197		0.640244
98	63.548970		0.640423
99	63.455439		0.639291
100	63.634336		0.639673
101	63.578737		0.640491
102	63.518965		0.639202
103	63.591814		0.639821
104	67.694068		0.656466
105	67.819035		0.642935
106	67.787552		0.646122
107	67.860496		0.653817
108	67.870986		0.651883
109	67.800117		0.647234
110	67.826015		0.647274
111	67.843860		0.652401
112	67.797619		0.644899
